Open-circuit voltage / V,R0 / Ohm,Element-1 initial overpotential / V,R1 / Ohm,Tau1 / s,R2 / Ohm,Tau2 / s,Element-2 initial overpotential / V,cost,State of Charge / 1,Mode
2.9419032469847086,0.039768571053420965,0.40870854017208147,0.09971811746954869,72.02744880893202,0.0997832808401217,87.56584033531459,-0.4979020150999122,0.005362890717017793,0.0046637692011751615,Charge
2.838944169057099,0.09982840017589485,0.2689839497140227,0.09997316132763567,59.98594624656557,0.08308014875153871,2482.023239202667,-0.2220332591335712,0.010921867198232862,0.0009527970476316915,Discharge
3.0008223923186663,0.08013957444063194,-0.12473802052827178,0.09999562137749514,120.7400043670497,0.09867264659392723,1834.31676634246,0.02447762259784614,0.004958611788800639,0.008821984328314431,Charge
3.1557247869968275,0.052609838732474934,-0.06877488808829915,0.09993361662762278,150.54268130265123,0.09649260901138106,5386.362479070374,0.01837828775625606,0.002278272187674012,0.02544652594208023,Charge
3.2042194390577485,0.04613981212450236,-0.057005772257858994,0.09959555549453665,163.1236677918487,0.09762152879623633,6713.2673898484045,0.01831621445959125,0.001742268833924492,0.033758624239415246,Charge
3.1255850206185336,0.0569751737069604,-0.07808158349703773,0.09997376878349017,142.38766530872982,0.09796229948251811,4989.116768642857,0.0185784813766641,0.0026489276643719474,0.02129061627543726,Charge
3.2240331977215804,0.04513217262530542,-0.05282977270093717,0.0996127907767274,173.16433688739534,0.0901501880319876,7248.410561574066,0.018787049853367942,0.0015675378798606426,0.037914465454656335,Charge
3.241376765755502,0.043366867992690766,-0.04918227846205755,0.09974903107158817,180.59811893950163,0.09958681600033281,7629.446239905361,0.019245741731028065,0.0014369196285635379,0.04207019129935983,Charge
3.0900364501669624,0.06224235366037574,-0.08951051975642163,0.09969601339440434,132.38835545040735,0.09386722303229965,4576.881492652026,0.02004980793863961,0.0030673103448492995,0.01713509965146403,Charge
3.0490671554033955,0.07000568156445175,-0.10355451881929859,0.09989989609645737,125.00195181635397,0.0983794175554391,3606.784449732134,0.02128840669392769,0.0037807759563387297,0.012978737809392862,Charge
3.2564645009876925,0.04202617744509966,-0.04641988086122127,0.09944172980189145,186.79187439526112,0.09974962224009538,8100.042859463943,0.01986343035743226,0.0013286849030863183,0.04622584514736725,Charge
3.181157734117953,0.04977325859173123,-0.061982179274403054,0.09984668200506097,157.6594121950142,0.09580860735307922,6441.70146437332,0.018608466320587443,0.0019503436250714584,0.02960266912471061,Charge
3.3445619496880683,0.035679442213946255,-0.034802258599480884,0.09973063642018644,239.59948120884786,0.08855618668494422,9433.138693405386,0.021246288068535686,0.0008885596071454011,0.08778494877972871,Charge
3.3234632592756803,0.03676295923425342,-0.036460014277817934,0.09986209913378928,224.41215974961557,0.09934240494424873,9908.174296535002,0.02284242237329274,0.0009487908728803698,0.07531739677590545,Charge
3.3562897923050388,0.035303515023679344,-0.03349780428146593,0.09942764966016295,246.65049776654084,0.06226376015231715,9933.298705342606,0.02174066725395164,0.0008391783626435007,0.09609677896279642,Charge
3.3163991027056805,0.037357336261854675,-0.036988924107014994,0.09951342131851848,220.69930344552148,0.09942625546270041,9912.61595740654,0.0225210808314745,0.0009738328245915557,0.07116164731010689,Charge
3.309319269255486,0.03752524725188667,-0.03755554884480101,0.09957746070201833,215.14566004301543,0.07744524445427532,9191.761429553006,0.02220439181810358,0.0010197161345088359,0.06700727934914315,Charge
3.2695983310072014,0.040932436782109845,-0.044498564631066696,0.0991664143395285,190.34016233526992,0.07989851837907058,8553.454455401234,0.020685682902015768,0.001247589919046707,0.050381851841383565,Charge
3.281581135368218,0.04011219163573755,-0.04157131765611277,0.09920884014427532,200.57429964290793,0.09750618560148054,8373.204022235439,0.021086041828163055,0.0011481331729551077,0.05453929626210132,Charge
3.3007405158025156,0.03858602501287448,-0.039614624987877406,0.09996895578403842,212.94784672936996,0.06765852984986204,9249.856356969543,0.022403761519543788,0.0010649161005657165,0.0628497155087553,Charge
3.3503125549048898,0.035301552970449,-0.03377313972431935,0.09958165766811974,246.7533840901976,0.09544113743184279,9581.75993256862,0.022437427254907282,0.0008539817900036266,0.09194090271805723,Charge
3.291547876462103,0.03941290683325088,-0.04047682019900614,0.09988043047725338,209.82241897006818,0.09875927576854426,9019.457516657458,0.021779193318881274,0.0011054313340541516,0.05869383290256165,Charge
3.3370615158036085,0.03540446964258078,-0.03497394889904428,0.09902623830526856,235.65092403098032,0.08898282855912172,9683.533313107351,0.022998757424084894,0.0009194447437018785,0.08362890684305424,Charge
3.3309620588530273,0.03669436372029287,-0.03602683586519618,0.09930595183263655,232.5183015230273,0.09899490918133466,9283.892548121215,0.022451444805073432,0.0009389302717293651,0.07947318065274382,Charge
3.3628136758799094,0.035070596105255085,-0.032685576867107026,0.09877441370571358,253.35159101790566,0.09788827045829415,9794.158079497336,0.021140883769671638,0.0008237307921275446,0.10025267463375213,Charge
3.3742793029448257,0.03442717908508788,-0.031264053539395376,0.09936540673424671,263.95047381856347,0.09958111082994103,9970.368671598211,0.02126086597996067,0.0007846602449164867,0.10856478839585734,Charge
3.3691467187279134,0.0344420920241,-0.032089120728717606,0.09971987905412401,256.2628483216102,0.09982058024942089,9560.950624677627,0.020622656970879172,0.0008096763553703101,0.10440869957800492,Charge
3.3857069729182077,0.033967999145082466,-0.03049871420026328,0.09877313740534235,271.8749075551211,0.052856755656936184,9981.274041004284,0.02091066656978306,0.0007799904096240137,0.11687639568337733,Charge
3.467760933260008,0.02166295038497717,-0.0005879822283846106,0.014927509927447576,25.150144723202246,0.04418281130396111,812.5008357555046,-0.0026880084608520262,0.00034926107217966027,0.18336224578810315,Charge
3.462190747559415,0.02173107495881947,-0.0013257434771462647,0.010344584700046388,13.759536866699772,0.03058502825328453,279.2829587233032,-0.004249430271274899,0.0005320513961823372,0.1750528933315257,Charge
3.47045794928539,0.021840002588981385,-0.0004678825196417267,0.013513589909533393,20.77287032345243,0.044370977426450506,651.3161598742939,-0.0029694820368405977,0.00031931943615617214,0.18751807751852897,Charge
3.4650720375121824,0.020248840342578386,-0.0010635527278972704,0.014026940421508458,14.858920408746025,0.04416635301354169,595.3310864695276,-0.0032638283936319975,0.0003294836248760486,0.1792062690550802,Charge
3.40810203533764,0.032829839789422846,-0.02727012008076094,0.09969337018366824,300.2800176804838,0.09998128453628055,9971.222404554665,0.017805516806186264,0.0007084708774280625,0.13350019188870754,Charge
3.450682327315367,0.029568081326791444,-0.01527926862859201,0.03703192506409765,177.60150913349094,0.010989815412427353,4197.367420492277,0.0041353534141495745,0.0005857754831585667,0.1625868096455284,Charge
3.472967546228119,0.024408647702595744,-0.0005644575084975767,0.01358709363650547,44.35324686417067,0.05556571884137324,924.8368205820991,-0.0024703105995621385,0.0004509956244852522,0.19167655783470036,Charge
3.4021935593776074,0.03319711054428856,-0.02809352298809622,0.09265903869394092,279.00054729748507,0.0998309568424274,9984.793689667591,0.01914477324755723,0.0007589118204317654,0.12934423204088888,Charge
3.380427082669033,0.03452992576102912,-0.030917451656514636,0.09886252086951777,266.6395061763961,0.09201855533614049,9752.404062898333,0.020064490850376683,0.0007679095382929097,0.11272065886966032,Charge
3.4761253497531315,0.022002535567139266,5.873574376640019e-05,0.011887168400024411,17.38025369174214,0.03538537579310698,357.7850712082549,-0.004148221903101924,0.0003738331101962104,0.19582994438907272,Charge
3.457301987372134,0.030058212558290616,-0.00905579379090705,0.029776654180904822,179.27811782542187,0.01450394677075003,6035.424138488206,0.0036036362774560455,0.0005758985694267937,0.1708999508156617,Charge
3.4183268382753833,0.0324262126697991,-0.026234833053224344,0.09927660358031529,310.8259659820333,0.0335103173129461,9994.499172768752,0.017937536693355148,0.0007034095739427002,0.14181181007479013,Charge
3.413633183875666,0.03211967697457271,-0.026895594389676734,0.09957146848187773,301.58098327983237,0.03741786157396836,9813.369191922142,0.018121538762163925,0.0007574755911791516,0.1376560347788575,Charge
3.3972024540445944,0.03301483002529951,-0.028910921364108166,0.09752073285934913,278.88776758131075,0.09994561434673438,9657.379069617002,0.01924272528111422,0.0007569526640843173,0.12518823438403334,Charge
3.4240464437426312,0.03140756275331981,-0.024666263600421085,0.09323967631566175,305.7598657061906,0.060865492649858216,9786.304004396807,0.01618893634275079,0.0007158435222224298,0.14596777888524934,Charge
3.4536593861060214,0.031130794075496623,-0.009818682048682623,0.025019774261813576,154.7973708893755,0.06710515674845952,6317.002343084291,0.0041787755185768456,0.0006167680752511825,0.1667450750857376,Charge
3.3913988486787683,0.033782059727078706,-0.029777265730920273,0.09561155477983331,267.6589891137752,0.08491153704895131,9988.92625104463,0.019589896472742677,0.0007585205809809391,0.12103227320380608,Charge
3.479200186209805,0.021621285951474903,-3.446402061260945e-06,0.012658717218605325,17.61759504437542,0.0408054676470259,438.9021441046171,-0.0038163496591614755,0.00037055828781041477,0.19998583192233693,Charge
3.4413079824420456,0.03104950944300768,-0.01865808243518037,0.07306445498401631,304.5969343801877,0.008633830925616228,9983.959468928195,0.011005610651376556,0.0006417015132521432,0.15843578711811446,Charge
3.435523958743508,0.031431167642335625,-0.020923707016492227,0.0998206493803728,377.991345473682,0.005735352152602868,9946.768300915266,0.013422835435744195,0.0006844036806868962,0.1542797364946646,Charge
3.4297156160229707,0.03153868940183201,-0.023086346416407853,0.08677678196962946,306.04863277645916,0.08344681592377626,9923.407755087432,0.014615547444327547,0.0007066204582556507,0.15012384429448697,Charge
3.485732753064132,0.021705968585854968,0.0003653324923185729,0.012614256954034416,24.032338302419678,0.03523821332699923,338.9444875956579,-0.004421897141318125,0.0005734490416195418,0.2083001326390085,Charge
3.4821631258485124,0.020116915201842302,0.0008076069424137044,0.014969673651342257,20.95193841312761,0.06611481126311922,741.6075102892368,-0.003526223800634935,0.00039730686464933075,0.20414427417744052,Charge
3.4879025250140767,0.029297858691767664,-0.009018110000634074,0.028987589843762897,153.81854986966664,0.018158512185789268,3922.4408687086816,0.0030435648604776448,0.0006601061213788835,0.21245903446758105,Charge
3.5460396634822997,0.019705996761277912,0.00054278612589729,0.011762875102969023,17.686316487524223,0.04987070211980525,382.23926448985804,-0.007233601608930521,0.00039516266684452975,0.26648034106853,Charge
3.5281229598159,0.01919130106713387,-0.00011532043371816411,0.014195753228969644,19.926438878261994,0.06745244566768488,615.2219428543873,-0.006238146438033276,0.0003857225648492271,0.24985673158193245,Charge
3.564067633537491,0.019528959280246602,0.002031581806570414,0.011549724551047783,13.045172007476847,0.03288173712650263,252.4273755315128,-0.007709303919569371,0.0003125814885133221,0.2831000823235951,Charge
3.5094254506771208,0.02920160863586753,-0.009983549791555043,0.04063675213381533,228.56740263991128,0.01135130668072367,3447.5350825036676,0.003713693824874436,0.000716197583892109,0.23323719094679848,Charge
3.5547618383937927,0.020431840712717496,-0.0001659141581349436,0.013323581977825722,34.06748204715403,0.04522184027862223,436.1216041897331,-0.005832137620578552,0.0005575468625547969,0.27479463446466434,Charge
3.5062463684692027,0.021617169403700832,-0.0008653267360629676,0.012136085585560055,23.886225613243255,0.08759688588001414,789.4877761612884,-0.005688362978750074,0.00031640953469902206,0.2290770538158486,Charge
3.522003101510219,0.027934651771030827,-0.011488643402042307,0.032685827434954205,171.68262915235456,0.03068712777438714,3179.806717351626,0.0022574642528343483,0.0006240390621077137,0.24570489874471774,Charge
3.4968427865504745,0.016484482349506065,0.0003630705941817386,0.017557804074131333,17.573923360680404,0.09052951623849936,874.5421433353333,-0.004432857233264108,0.0005656186482205928,0.2207695535235218,Charge
3.4917897448328645,0.029084492045036745,-0.00941336448313752,0.03551820874923461,187.3190655247646,0.017000962919711565,4361.981999099024,0.0026954684383988527,0.000624722621295721,0.21661366299047333,Charge
3.538637734114744,0.02871950328712249,-0.009850613980868958,0.04057459614737326,223.09501573370272,0.015343545249417325,7231.1605755439805,0.0050700620247156655,0.0006111661303362896,0.2623310534748241,Charge
3.501159530561307,0.020853213589130445,-0.0007192132859001351,0.013115444301115624,26.252618696791956,0.08666494983396199,795.3254951006478,-0.004607936063943614,0.0006172020149131574,0.22492541714376849,Charge
3.5372537755859628,0.021539807509362716,0.0005534507301818487,0.009757410983664451,21.274700795743886,0.04608309689823689,330.91852156142363,-0.007578872974443036,0.0004558344196857475,0.2581686631779186,Charge
3.549138861382893,0.02794329679751337,-0.010741412948074746,0.024446784825711592,131.13607768432394,0.01196255229544547,3206.915769812096,0.00350692532264885,0.0007511693222430345,0.2706416754126261,Charge
3.529541918514091,0.02940559582305197,-0.009984297711287643,0.04616809863824393,263.75899614499946,0.010081368461060872,7800.250249121409,0.005362486769513547,0.0006117458478327433,0.2540191570857593,Charge
3.557680897381954,0.028030767282522004,-0.00947805932200718,0.039081853381937086,221.5771526876412,0.010786714119784102,4264.397404979885,0.003203284954095084,0.000625685941488134,0.2789522434397113,Charge
