Open-circuit voltage / V,R0 / Ohm,Element-1 initial overpotential / V,R1 / Ohm,Element-2 initial overpotential / V,R2 / Ohm,Tau1 / s,Tau2 / s,cost,State of Charge / 1,Mode
2.9375493506855213,0.057024196202567747,-0.09624897661938214,0.4477280280341638,0.007524047336177831,0.29489787476350504,297.4143365131774,2911.5810904872296,0.0019762190319130733,0.0046637692011751615,Charge
2.9375493506855213,0.057024196202567747,-0.09624897661938214,0.4477280280341638,0.007524047336177831,0.29489787476350504,297.4143365131774,2911.5810904872296,0.0019762190319130733,0.0046637692011751615,Charge
2.9983359907774285,0.04911471919880833,-0.06664523425204821,0.3670570999549394,0.0024830478867964956,0.9394215857193544,327.2870844471171,4257.4342168177245,0.0011606303924738019,0.008821984328314431,Charge
2.9983359907774285,0.04911471919880833,-0.06664523425204821,0.3670570999549394,0.0024830478867964956,0.9394215857193544,327.2870844471171,4257.4342168177245,0.0011606303924738019,0.008821984328314431,Charge
3.1794758166058936,0.039998884395290674,-0.03915297387222719,0.2948687428290964,0.011135696599558303,0.9291394615215465,459.4540870633992,8737.406592291796,0.000649635103414242,0.02960266912471061,Charge
3.1794758166058936,0.039998884395290674,-0.03915297387222719,0.2948687428290964,0.011135696599558303,0.9291394615215465,459.4540870633992,8737.406592291796,0.000649635103414242,0.02960266912471061,Charge
3.1533938052152815,0.041489724349159804,-0.04746762085089631,0.37510528191371717,0.014920830494818807,0.42639618415659564,495.2880036813932,8432.1922798368,0.0007147696239751372,0.02544652594208023,Charge
3.1533938052152815,0.041489724349159804,-0.04746762085089631,0.37510528191371717,0.014920830494818807,0.42639618415659564,495.2880036813932,8432.1922798368,0.0007147696239751372,0.02544652594208023,Charge
2.8438675316963953,0.09042397659807293,0.19216895192323516,0.367468404346339,-0.17439719710070575,0.002711922122829889,99.8948484849805,3633.839949782067,0.005452159463131583,0.0009527970476316915,Discharge
2.8438675316963953,0.09042397659807293,0.19216895192323516,0.367468404346339,-0.17439719710070575,0.002711922122829889,99.8948484849805,3633.839949782067,0.005452159463131583,0.0009527970476316915,Discharge
3.222057203551181,0.03816961893062552,-0.033408315479105395,0.2787286660666373,0.01218493222115395,0.9856278005552147,503.48885836321,9956.305761923317,0.0005836382853932525,0.037914465454656335,Charge
3.222057203551181,0.03816961893062552,-0.033408315479105395,0.2787286660666373,0.01218493222115395,0.9856278005552147,503.48885836321,9956.305761923317,0.0005836382853932525,0.037914465454656335,Charge
3.087881086234564,0.04372599713182766,-0.05429190844155652,0.36987731451222855,0.00994330687297384,0.9246838507661022,418.5798671363264,7415.677274876295,0.0007902364832185982,0.01713509965146403,Charge
3.087881086234564,0.04372599713182766,-0.05429190844155652,0.36987731451222855,0.00994330687297384,0.9246838507661022,418.5798671363264,7415.677274876295,0.0007902364832185982,0.01713509965146403,Charge
3.255081976785863,0.036912098484329955,-0.030031970513771836,0.22261121576988815,0.013263565961274967,0.9961831508305837,456.4373453794792,9855.366560926297,0.0005702779066271321,0.04622584514736725,Charge
3.255081976785863,0.036912098484329955,-0.030031970513771836,0.22261121576988815,0.013263565961274967,0.9961831508305837,456.4373453794792,9855.366560926297,0.0005702779066271321,0.04622584514736725,Charge
3.2016883915582124,0.03968972033130936,-0.04286967969195413,0.40212290146814517,0.018619330335079544,0.0704583263665526,590.7807991029354,10329.616437177936,0.0006399134851436865,0.033758624239415246,Charge
3.2016883915582124,0.03968972033130936,-0.04286967969195413,0.40212290146814517,0.018619330335079544,0.0704583263665526,590.7807991029354,10329.616437177936,0.0006399134851436865,0.033758624239415246,Charge
3.046778671182865,0.04577644926221418,-0.059703076064213816,0.40990803528300956,0.008088554461608112,0.9542883892430442,410.6756888058658,6389.122493255788,0.0008967431841349035,0.012978737809392862,Charge
3.046778671182865,0.04577644926221418,-0.059703076064213816,0.40990803528300956,0.008088554461608112,0.9542883892430442,410.6756888058658,6389.122493255788,0.0008967431841349035,0.012978737809392862,Charge
3.239439546957998,0.037443350595411616,-0.03157628427735229,0.27717656524361983,0.013290002701630539,0.9438308243885565,528.8756710556406,10261.909563477466,0.0005723419294806116,0.04207019129935983,Charge
3.239439546957998,0.037443350595411616,-0.03157628427735229,0.27717656524361983,0.013290002701630539,0.9438308243885565,528.8756710556406,10261.909563477466,0.0005723419294806116,0.04207019129935983,Charge
3.2791582943130577,0.03627747597698911,-0.03283082131744708,0.31679733924294384,0.021390575253352796,0.1486740877142629,607.4936211216366,11519.092702524027,0.00054560637410196,0.05453929626210132,Charge
3.2791582943130577,0.03627747597698911,-0.03283082131744708,0.31679733924294384,0.021390575253352796,0.1486740877142629,607.4936211216366,11519.092702524027,0.00054560637410196,0.05453929626210132,Charge
3.123427050277937,0.04230805962356125,-0.04767317564234559,0.3431825230711277,0.009289927385552834,0.9679732937814047,444.87678554200625,7693.189594465563,0.0007346770572282504,0.02129061627543726,Charge
3.123427050277937,0.04230805962356125,-0.04767317564234559,0.3431825230711277,0.009289927385552834,0.9679732937814047,444.87678554200625,7693.189594465563,0.0007346770572282504,0.02129061627543726,Charge
3.3548405309713116,0.033189151570483064,-0.023711767859659116,0.17431147696767207,0.017545273680873264,0.8259683942026068,488.5596884724521,11662.482907996275,0.0004874966691067834,0.09609677896279642,Charge
3.3548405309713116,0.033189151570483064,-0.023711767859659116,0.17431147696767207,0.017545273680873264,0.8259683942026068,488.5596884724521,11662.482907996275,0.0004874966691067834,0.09609677896279642,Charge
3.268023685657357,0.03646151869298846,-0.0286222553950556,0.2307058550730064,0.01459376501989702,0.9848501717863073,492.6997498395574,10541.722233866922,0.0005465110787215014,0.050381851841383565,Charge
3.268023685657357,0.03646151869298846,-0.0286222553950556,0.2307058550730064,0.01459376501989702,0.9848501717863073,492.6997498395574,10541.722233866922,0.0005465110787215014,0.050381851841383565,Charge
3.3279344700397924,0.0343154535118863,-0.0289119256427865,0.29077296385846707,0.02345742921526412,0.16579391766018287,652.5099438859781,12971.374740516052,0.0005060581024195241,0.07947318065274382,Charge
3.3279344700397924,0.0343154535118863,-0.0289119256427865,0.29077296385846707,0.02345742921526412,0.16579391766018287,652.5099438859781,12971.374740516052,0.0005060581024195241,0.07947318065274382,Charge
3.3201389341032166,0.03473604317169621,-0.029246775685056958,0.3784250713382096,0.02481919616052187,0.0030697745401542307,814.163131852423,14072.54218747578,0.0005074480499528175,0.07531739677590545,Charge
3.3201389341032166,0.03473604317169621,-0.029246775685056958,0.3784250713382096,0.02481919616052187,0.0030697745401542307,814.163131852423,14072.54218747578,0.0005074480499528175,0.07531739677590545,Charge
3.3414453608411945,0.03395443776089553,-0.028893406786487053,0.3190705773005934,0.02323546714584784,0.0010881623067087657,725.0057239747432,13449.122618030613,0.0004899986172241918,0.08778494877972871,Charge
3.3414453608411945,0.03395443776089553,-0.028893406786487053,0.3190705773005934,0.02323546714584784,0.0010881623067087657,725.0057239747432,13449.122618030613,0.0004899986172241918,0.08778494877972871,Charge
3.298974266169865,0.03544272592707215,-0.030643128499196006,0.3319218107154789,0.02188871493872778,0.2031748417596808,695.7949674063021,11456.508179234246,0.0005349103430366122,0.0628497155087553,Charge
3.298974266169865,0.03544272592707215,-0.030643128499196006,0.3319218107154789,0.02188871493872778,0.2031748417596808,695.7949674063021,11456.508179234246,0.0005349103430366122,0.0628497155087553,Charge
3.306635460965037,0.03465587596373067,-0.02774720605561701,0.2841425029949909,0.020697389181953005,0.49434306659855665,630.1081885574795,12559.841418393482,0.0005100256266393176,0.06700727934914315,Charge
3.306635460965037,0.03465587596373067,-0.02774720605561701,0.2841425029949909,0.020697389181953005,0.49434306659855665,630.1081885574795,12559.841418393482,0.0005100256266393176,0.06700727934914315,Charge
3.347678467334625,0.03334003051635057,-0.02375896216603027,0.20959184221600924,0.019535313286726967,0.8225046997525984,573.2803053370731,12689.328705750877,0.0004765840773526919,0.09194090271805723,Charge
3.347678467334625,0.03334003051635057,-0.02375896216603027,0.20959184221600924,0.019535313286726967,0.8225046997525984,573.2803053370731,12689.328705750877,0.0004765840773526919,0.09194090271805723,Charge
3.334747592694786,0.03360196387273515,-0.02396250230298366,0.186270667435069,0.01869814450449912,0.9934960127288899,501.9885586050072,12296.126470419043,0.0004885145125219256,0.08362890684305424,Charge
3.334747592694786,0.03360196387273515,-0.02396250230298366,0.186270667435069,0.01869814450449912,0.9934960127288899,501.9885586050072,12296.126470419043,0.0004885145125219256,0.08362890684305424,Charge
3.2897223140725513,0.035674409288227404,-0.03197797224203204,0.32155498320057724,0.021770620978979686,0.15569238208005667,641.5657546110347,11377.394610819678,0.0005324366441165688,0.05869383290256165,Charge
3.2897223140725513,0.035674409288227404,-0.03197797224203204,0.32155498320057724,0.021770620978979686,0.15569238208005667,641.5657546110347,11377.394610819678,0.0005324366441165688,0.05869383290256165,Charge
3.314877086541141,0.034465191705238395,-0.030310401439222007,0.3279647384017365,0.023256988789750303,0.03505611312874451,693.5944044092334,11870.181082985964,0.0005151404376666429,0.07116164731010689,Charge
3.314877086541141,0.034465191705238395,-0.030310401439222007,0.3279647384017365,0.023256988789750303,0.03505611312874451,693.5944044092334,11870.181082985964,0.0005151404376666429,0.07116164731010689,Charge
3.359131547881028,0.03350215629223196,-0.027173685861197013,0.30285674199397355,0.023539459208110968,0.037533394950784865,735.6106199448776,14556.636283190646,0.0004885926848670258,0.10025267463375213,Charge
